name,confidence,xmin,ymin,xmax,ymax
person,0.9285047650337219,86.79182434082031,434.48382568359375,427.46673583984375,712.1906127929688
person,0.8736398816108704,897.08984375,78.6828842163086,1023.78271484375,324.6899108886719
person,0.8553944230079651,684.7188110351562,70.3367691040039,794.9108276367188,296.4115295410156
person,0.848791241645813,575.994384765625,100.44181060791016,650.536865234375,296.1857604980469
person,0.8436114192008972,117.94142150878906,84.23762512207031,200.01881408691406,294.15582275390625
person,0.7195416688919067,917.6852416992188,409.38116455078125,1265.6292724609375,720.0
person,0.7187119126319885,193.91827392578125,105.84759521484375,260.0597839355469,290.0487060546875
person,0.6896459460258484,1007.695068359375,78.76614379882812,1104.54150390625,316.998046875
remote,0.4377591609954834,75.36067199707031,552.2341918945312,153.09632873535156,675.9799194335938
skateboard,0.291247695684433,964.182861328125,251.8626708984375,1118.4833984375,316.986572265625
